51300028243,bfb,82,168
51300041482,dcf,49,104
51300046874,fca,172,202
51300080446,caa,206,42
51300105190,ggb,69,12
51300140594,ffa,11,164
51300260894,aad,73,71
51300266624,fab,86,27
51300274842,dca,176,137
51300278950,dga,215,194
51300285129,cbd,158,297
51300321935,agc,280,53
51300330605,cab,70,114
51300345870,gbe,99,173
51300349846,aad,65,58
51300353730,agg,57,198
51300374579,bdf,289,273
51300384880,gag,283,155
51300388677,gdg,126,207
51300404036,add,153,41
51300411081,dbb,255,220
51300432768,bae,229,20
51300449746,ccf,187,130
51300499116,agb,88,155
51300504933,ccf,224,123
51300551179,dda,192,146
51300605673,acf,206,157
51300656435,eee,273,35
51300658327,ecd,86,16
51300664362,gfd,163,121
51300665526,afg,213,8
51300682172,gaf,44,106
51300687606,bed,123,196
51300723704,gbf,187,123
51300746578,dff,225,80
51300755986,bdb,30,158
51300760850,ebb,292,156
51300760889,eec,157,212
51300839009,eeg,225,63
51300864995,agd,40,76
51300867694,bfa,244,83
51300903998,dda,50,121
51300915516,gff,165,67
51300919000,bba,231,240
51300943072,ccf,49,135
51300974061,caa,55,41
51301015522,bca,220,97
51301048934,ega,208,206
51301068827,adb,203,71
51301120981,agb,112,162
51301126627,gbd,9,36
51301222397,fab,96,28
51301238401,fca,194,177
51301243143,agg,250,225
51301289550,aff,282,218
51301297710,eac,137,261
51301321848,cag,27,137
51301363275,fcg,137,244
51301385364,add,153,33
51301407755,cab,275,104
51301409097,cad,5,7
51301516477,gab,240,239
51301527831,aad,86,58
51301545493,abb,23,223
51301547055,dbc,152,202
51301568381,aec,114,165
51301599720,gbf,142,135
51301609974,ced,279,224
51301611559,ccg,95,113
51301671433,gdc,282,298
51301688406,fab,192,31
51301689123,bge,184,166
51301696124,bfb,220,189
51301699252,adc,205,80
51301705970,dfg,215,142
51301727372,beb,207,159
51301739800,dce,73,229
51301754727,cga,144,138
51301785944,agf,83,46
51301807320,ffc,96,143
51301866400,aff,108,222
51301879322,dge,284,121
51301901934,fce,186,89
51301931397,egb,53,249
51301952831,abc,289,143
51301955748,cae,245,134
51302003449,bff,299,271
51302006353,aaa,246,251
51302065394,fee,231,197
51302116656,cbe,97,194
51302179396,cgb,232,283
51302185546,dcd,7,258
51302196544,fcb,262,252
51302238661,dda,21,106
51302254197,deg,126,191
51302333397,gae,149,52
51302396766,agb,269,168
51302416109,afb,173,6
51302421986,fgg,100,48
51302442012,cfg,112,58
51302468013,dfb,242,172
51302479873,eed,83,226
51302504741,bda,144,36
51302535154,adb,59,79
51302537307,bef,42,188
51302756010,ecd,268,15
51302774141,fdg,14,111
51302775327,dcd,180,299
51302790239,dgf,236,56
51302792860,bgc,86,236
51302813714,gaa,268,216
51302814370,add,118,26
51302833115,bag,58,143
51302866798,bee,62,256
51302893067,dfa,86,207
51302918094,cef,296,83
51302935129,ead,51,21
51302972256,gdf,227,287
51302989881,dda,297,116
51303008736,fcb,5,262
51303056239,aga,129,47
51303074058,fcc,141,231
51303078724,dcf,275,86
51303108321,ceg,4,93
51303133935,bfa,129,70
51303140579,cff,197,212
51303145327,cec,94,168
51303266621,fed,180,227
51303286050,fec,181,241
51303299671,afe,299,246
51303319816,ccf,61,129
51303323108,ceg,126,96
51303334355,dad,36,24
51303337992,cdf,232,256
51303348611,dbb,136,233
51303354789,ege,228,200
51303391646,aaa,250,293
51303458584,bbg,225,89
51303478515,ffg,110,56
51303495136,dfg,111,132
51303526623,fda,192,269
51303537013,baa,204,8
51303545193,gdf,110,287
51303566164,afa,62,272
51303569760,cde,130,109
51303601902,ecb,41,148
51303627627,egg,144,187
51303629708,ddc,160,195
51303638489,eee,148,35
51303662490,bcc,284,123
51303714783,fdd,47,217
51303732444,ggc,189,170
51303742839,eda,225,102
51303748925,ade,233,22
51303755771,bda,67,42
51303771825,dab,116,268
51303795320,ebg,43,156
51303797590,ace,84,192
51303820208,ecb,283,121
51303830687,aeb,183,88
51303860873,dcf,36,73
51303863963,bae,201,18
51303867352,gce,239,164
51303870099,dce,202,233
51303885357,dbg,20,282
51303904726,geb,10,196
51303926599,dcb,21,49
51303938075,dad,80,24
51303942810,gbd,187,39
51303975421,gbf,232,157
51304067762,gdf,242,292
51304069914,ccg,204,110
51304076717,egd,236,227
51304089495,bfg,55,216
51304127897,cee,172,175
51304130307,ffe,289,256
51304162929,gdc,244,283
51304170873,beg,114,220
51304186677,bgg,291,60
51304206407,deb,201,110
51304348618,gcg,292,72
51304426950,bde,146,297
51304441092,fge,117,148
51304451534,egd,91,188
51304469970,feg,180,242
51304503270,cfa,19,287
51304524611,gdg,49,217
51304530517,aaa,74,316
51304544571,fba,10,37
51304565568,efc,235,70
51304580117,bdf,17,245
51304586157,fdf,244,76
51304593254,gdc,26,333
51304626238,fbb,46,197
51304645106,bgf,290,55
51304723134,gee,250,298
51304741147,gbd,180,44
51304742131,afg,72,8
51304759855,eca,151,76
51304774476,bda,260,42
51304806337,beb,222,131
51304807533,fac,97,84
51304816429,geb,167,231
51304822105,dbc,21,187
51304837672,eff,263,23
51304887775,cdb,239,295
51304955153,cdc,147,278
51304962878,fae,136,238
51304985258,gde,63,71
51305007399,fea,236,279
51305018393,afc,8,109
51305038319,fdc,137,54
51305049025,gcg,285,81
51305073563,aca,17,235
51305122977,aac,212,80
51305165739,gca,219,214
51305168437,efd,75,237
51305169805,bdd,55,281
51305179381,fee,206,159
51305193703,cfe,196,62
51305212378,gda,298,262
51305212732,bbe,40,285
51305218905,gdd,194,17
51305229770,agg,211,227
51305268585,caf,120,72
51305282515,dab,279,225
51305291467,abg,196,234
51305300412,dbe,43,132
51305314569,gec,43,66
51305318213,ddd,232,173
51305342829,dcg,92,230
51305358109,dgd,158,169
51305369560,dcd,201,325
51305422816,aef,214,169
51305423372,fac,4,92
51305441940,bdb,43,148
51305469233,adc,105,70
51305538150,gfe,190,209
51305548137,fgb,239,128
51305558288,gfg,236,192
51305566660,fdb,128,217
51305595999,eea,80,269
51305630050,aga,123,50
51305658109,aba,228,169
51305663047,cca,93,207
51305704192,eaf,216,196
51305709287,ccd,222,89
51305747728,eab,181,21
51305760556,cfc,171,214
51305771941,aeg,226,136
51305772299,gbc,163,35
51305791638,daf,175,115
51305802544,fcc,229,200
51305820023,dfd,181,226
51305892605,egb,240,263
51305893404,gfc,91,172
51305912725,cfb,220,160
51305925684,eea,44,317
51305967140,dgb,294,255
51305993136,cbf,235,223
51306009932,gdb,176,63
51306016347,ggc,178,161
51306030151,dge,86,111
51306047497,ddc,287,159
51306049473,dde,185,286
51306054690,abf,175,269
51306066203,bbb,76,189
51306074107,cbb,22,225
51306087084,fag,87,171
51306111541,cbc,220,222
51306113724,ffd,135,258
51306113999,daf,231,115
51306117974,afe,147,263
51306133658,ebf,237,11
51306134535,cdd,45,71
51306166984,acc,13,7
51306200616,ggc,213,170
51306224036,abc,217,121
51306249631,fde,132,137
51306280154,dfc,206,18
51306284004,ecg,23,74
51306325978,bea,84,265
51306340692,bdc,259,12
51306364386,bef,221,195
51306369022,dae,152,86
51306412531,ggb,290,13
51306434321,cgf,240,62
51306438226,dgc,280,8
51306467193,bfa,242,57
51306471424,ffe,276,209
51306488614,bga,87,137
51306491810,aca,156,199
51306498099,deb,94,100
51306525397,aag,9,89
51306535259,fab,186,35
51306594128,egb,77,218
51306602672,ccd,253,104
51306603216,dca,246,141
51306620136,abe,130,77
51306620673,fde,181,145
51306635252,acb,77,282
51306650325,bbd,108,14
51306654958,eed,1,241
51306672322,fca,264,201
51306697402,fgc,174,159
51306699915,fbc,291,244
51306703358,egf,11,32
51306718522,aab,273,131
51306744796,ffd,17,291
51306755815,bgf,107,59
51306767743,dde,153,257
51306778322,ddb,252,36
51306818384,bea,190,296
51306830371,cgb,115,299
51306830990,dad,255,21
51306839242,bed,61,203
51306851915,dea,170,192
51306886364,edf,8,216
51306941532,fgd,168,249
51306961553,bcg,139,263
51306977295,aaa,186,357
51306980151,fgg,200,56
51306981244,bcb,155,199
51306999400,fce,200,73
51307000554,egd,262,193
51307002085,eff,27,23
51307007694,dfe,252,114
51307017560,eae,14,82
51307041681,age,40,172
51307049329,baa,127,8
51307052541,adf,240,149
51307065223,cbb,290,258
51307070176,edc,188,287
51307119749,edf,168,252
51307145559,aad,174,62
51307147877,bda,285,47
51307163271,ggg,191,282
51307190156,agg,124,202
51307212012,bab,284,162
51307220827,cbd,252,329
